time_points,happiness,surprise,fear,sadness,anger,disgust
82,0.0,2.766666666666667,0.0,0.31666666666666665,0.0,0.0
83,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
84,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
85,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
86,0.0,0.35833333333333334,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.049999999999999996,0.0,0.0,0.0,0.0
90,0.0,1.1,0.0,0.0,0.0,0.0
91,0.0,2.6666666666666665,0.0,0.0,0.0,0.0
92,0.0,2.6666666666666665,0.0,0.0,0.0,0.0
93,0.0,2.6666666666666665,0.0,0.0,0.0,0.0
94,0.0,1.3833333333333335,0.0,0.0,0.0,0.0
95,0.0,0.8833333333333333,0.0,0.0,0.0,0.0
96,0.9166666666666666,1.4749999999999999,0.0,0.0,0.0,0.0
97,1.6666666666666667,1.25,0.0,0.0,0.0,0.0
98,2.15,1.8499999999999999,0.0,0.0,0.0,0.0
99,4.666666666666667,1.625,0.0,0.0,0.0,0.0
100,4.666666666666667,2.2083333333333335,0.0,0.0,0.0,0.0
101,4.666666666666667,4.625,0.0,0.0,0.0,0.0
102,6.5,5.0,0.0,0.041666666666666664,1.6333333333333335,0.0
103,5.5,3.608333333333333,0.0,0.8333333333333334,2.1,0.0
104,6.016666666666667,2.3000000000000003,0.0,4.133333333333334,0.0,0.0
105,7.166666666666667,1.6333333333333335,0.0,4.033333333333333,0.0,0.0
106,7.166666666666667,0.9833333333333334,0.0,3.3333333333333335,0.0,0.0
107,7.983333333333333,0.0,0.0,3.3333333333333335,0.0,0.0
108,9.533333333333333,0.0,0.0,3.3333333333333335,0.0,0.0
109,12.85,2.158333333333333,0.0,3.3333333333333335,0.0,0.0
110,11.174999999999999,2.658333333333333,0.0,2.5833333333333335,0.0,0.0
111,8.65,1.8083333333333333,0.0,1.7666666666666666,0.0,0.0
112,8.666666666666666,1.6666666666666667,0.0,2.5083333333333333,0.0,0.0
113,8.666666666666666,1.7166666666666668,0.0,2.8333333333333335,0.0,0.0
114,9.091666666666667,2.3000000000000003,0.0,2.8333333333333335,0.0,0.0
115,9.166666666666666,1.0833333333333333,0.0,3.233333333333333,0.0,0.0
116,10.275,1.0,0.0,3.8333333333333335,0.0,0.0
117,9.933333333333332,1.0,0.0,3.8333333333333335,0.0,0.0
118,8.5,1.0,0.0,4.391666666666667,0.0,0.0
119,8.0,1.0,0.0,8.166666666666666,0.0,0.0
120,7.875,1.175,0.0,9.0,2.0,0.0
121,6.133333333333333,2.125,0.0,7.783333333333334,2.966666666666667,0.0
122,6.666666666666667,0.13333333333333333,0.0,5.333333333333333,0.6416666666666667,0.0
123,6.666666666666667,0.0,0.0,4.333333333333333,0.0,0.0
124,6.666666666666667,0.0,0.0,4.333333333333333,0.9249999999999999,0.0
125,5.333333333333333,0.11666666666666665,0.0,4.333333333333333,1.95,0.0
126,5.2250000000000005,0.65,0.0,4.333333333333333,2.0,0.0
127,2.5,0.6666666666666666,0.0,4.333333333333333,2.0,0.0
128,1.7750000000000001,0.6666666666666666,0.0,3.983333333333333,2.0,0.0
129,1.6666666666666667,1.0,0.0,3.5,2.3666666666666667,0.0
130,1.6666666666666667,1.0,0.0,4.016666666666667,2.433333333333333,0.0
131,1.6666666666666667,1.0,0.0,8.049999999999999,2.1333333333333333,0.0
132,1.6666666666666667,1.0,0.0,12.291666666666666,2.0833333333333335,0.0
133,1.3416666666666668,1.0,0.0,14.166666666666666,2.0,0.0
134,1.1666666666666667,0.35000000000000003,0.0,14.616666666666667,2.0,0.0
135,1.1666666666666667,0.5,0.0,15.091666666666667,2.0,0.0
136,1.1666666666666667,0.5,0.0,15.958333333333334,2.0,0.0
137,1.1666666666666667,0.5,0.0,17.125,2.0,0.0
138,1.1666666666666667,0.35000000000000003,0.0,14.516666666666666,2.0,0.0
139,0.9666666666666667,1.125,0.0,13.933333333333332,2.0,0.0
140,0.16666666666666666,2.65,0.0,15.625,2.0,0.0
141,0.16666666666666666,3.3083333333333336,0.0,22.183333333333334,2.1166666666666667,0.0
142,0.16666666666666666,2.275,0.0,20.900000000000002,0.9,0.0
143,0.024999999999999998,0.8166666666666668,0.0,20.45,0.0,0.0
144,0.0,2.3333333333333335,0.0,20.275000000000002,0.0,0.0
145,0.2916666666666667,2.3333333333333335,0.0,25.758333333333336,0.0,0.049999999999999996
146,0.0,2.3333333333333335,0.0,30.058333333333334,0.0,1.3
147,0.0,2.3333333333333335,0.0,29.349999999999998,0.0,2.5
148,0.0,0.8416666666666667,0.0,27.15833333333333,0.0,2.125
149,0.0,0.7166666666666667,0.0,25.633333333333336,0.0,0.0
150,0.0,0.0,0.0,23.816666666666666,0.0,0.0
151,0.0,0.0,0.0,20.858333333333334,0.0,0.0
152,0.0,0.0,0.0,19.633333333333333,0.0,0.0
153,0.0,0.0,0.0,17.383333333333333,0.21666666666666667,0.0
154,0.0,0.0,0.8333333333333334,17.925,0.0,0.0
155,0.0,1.1666666666666667,2.441666666666667,14.725000000000001,0.0,0.0
156,1.2249999999999999,2.6666666666666665,5.416666666666667,15.65,0.0,0.0
157,1.7,1.3916666666666666,1.6666666666666667,15.841666666666667,0.0,0.0
158,1.1666666666666667,0.85,1.6666666666666667,17.516666666666666,0.0,0.0
159,1.1666666666666667,0.8333333333333334,1.8333333333333333,15.891666666666666,0.0,0.0
160,1.1666666666666667,0.8333333333333334,1.6666666666666667,12.258333333333333,0.0,0.0
161,1.1666666666666667,0.5,1.6666666666666667,9.083333333333334,0.0,0.0
162,1.1666666666666667,0.0,0.4166666666666667,5.433333333333334,1.7083333333333333,0.0
163,1.1666666666666667,0.24166666666666667,0.0,1.0,3.783333333333333,0.85
164,1.2666666666666666,0.3333333333333333,0.0,1.0250000000000001,3.9,2.733333333333333
165,3.783333333333333,4.6499999999999995,0.0,2.375,4.766666666666667,2.8333333333333335
166,7.05,9.625,0.0,3.991666666666667,4.833333333333333,3.4333333333333336
167,7.841666666666666,9.666666666666666,0.0,4.125,4.966666666666667,6.108333333333333
168,10.466666666666667,10.391666666666667,0.0,4.833333333333333,5.5,10.075000000000001
169,9.916666666666666,10.5,0.0,4.833333333333333,5.133333333333334,11.316666666666668
170,7.716666666666666,9.283333333333333,0.0,4.191666666666666,4.5,8.5
171,5.966666666666666,8.166666666666666,0.0,1.9000000000000001,4.5,8.166666666666666
172,4.5,6.633333333333333,0.0,1.8333333333333333,0.5166666666666667,4.4750000000000005
173,2.9416666666666664,1.0916666666666666,0.0,1.8333333333333333,0.0,0.0
174,2.8333333333333335,0.0,0.0,1.3333333333333333,0.0,0.0
175,3.3083333333333336,0.0,0.0,1.1666666666666667,0.0,0.0
176,3.1666666666666665,0.0,0.0,1.5166666666666666,0.0,0.0
177,2.8333333333333335,1.425,0.0,3.733333333333333,0.125,0.0
178,2.8333333333333335,2.7583333333333333,0.0,11.083333333333334,2.016666666666667,0.0
179,2.8333333333333335,0.0,0.0,22.116666666666664,3.8000000000000003,0.0
180,2.8333333333333335,0.0,0.0,25.075,3.8333333333333335,0.0
181,2.6666666666666665,0.0,0.0,26.608333333333334,4.325,0.0
182,2.1666666666666665,0.0,0.0,25.108333333333334,4.666666666666667,0.0
183,2.1666666666666665,0.0,0.0,23.733333333333334,5.125,0.0
184,1.2916666666666667,0.0,0.0,16.916666666666668,9.633333333333333,0.0
185,1.0,0.0,0.0,11.225,11.65,0.0
186,1.7083333333333333,0.0,0.0,6.2749999999999995,7.233333333333333,0.0
187,2.6833333333333336,0.0,0.0,6.433333333333334,5.916666666666667,0.0
188,4.916666666666667,0.0,0.0,6.8500000000000005,3.516666666666667,0.0
189,5.633333333333333,0.0,0.0,7.7749999999999995,3.266666666666667,0.0
190,6.858333333333333,0.27499999999999997,0.0,8.191666666666666,2.966666666666667,0.0
191,9.483333333333333,0.5,0.0,8.166666666666666,2.1666666666666665,0.0
192,2.591666666666667,0.024999999999999998,0.0,6.983333333333333,2.1666666666666665,0.0
193,1.6666666666666667,0.0,0.0,5.666666666666667,2.1666666666666665,0.0
194,1.6666666666666667,0.0,0.0,1.8666666666666665,2.1666666666666665,0.0
195,1.7083333333333333,0.0,0.0,1.1583333333333334,2.1666666666666665,0.0
196,3.7583333333333333,0.0,0.0,2.3333333333333335,0.5416666666666666,0.0
197,4.016666666666667,0.0,0.0,2.3333333333333335,0.0,0.0
198,4.0,0.0,0.0,2.6666666666666665,0.0,0.0
199,4.575,0.0,0.0,4.866666666666666,0.0,0.0
200,5.316666666666666,0.0,0.0,6.325,0.0,0.0
201,5.333333333333333,0.0,0.0,6.5,0.0,0.0
202,5.333333333333333,0.0,0.0,6.283333333333334,0.0,0.0
203,5.1000000000000005,0.0,0.0,5.333333333333333,0.0,0.0
204,2.75,0.075,0.0,3.1333333333333333,0.11666666666666665,0.0
205,2.5,1.5416666666666667,0.0,4.608333333333333,0.0,0.0
206,2.5,2.0,0.0,5.333333333333333,0.0,0.0
207,2.5,2.0,0.0,5.016666666666667,0.0,0.0
208,2.5,2.0,0.0,3.158333333333333,0.0,0.0
209,2.5,1.0999999999999999,0.0,2.3333333333333335,0.0,0.0
210,3.625,0.0,0.0,2.3333333333333335,0.0,0.0
211,10.141666666666667,0.0,0.0,2.0583333333333336,0.0,0.0
212,12.758333333333333,0.0,0.0,3.0,0.0,0.0
213,18.183333333333334,0.0,0.0,3.0,0.0,0.0
214,22.333333333333332,0.0,0.0,3.3333333333333335,0.0,0.0
215,26.650000000000002,0.0,0.0,5.166666666666667,0.0,0.0
216,27.166666666666668,0.0,0.0,5.166666666666667,0.0,0.0
217,25.349999999999998,0.0,0.0,5.166666666666667,0.0,0.0
218,19.566666666666666,0.0,0.0,5.541666666666667,1.2666666666666666,0.0
219,9.725,0.0,0.0,11.225,2.5083333333333333,0.225
220,6.341666666666666,0.0,0.0,18.433333333333334,3.8083333333333336,1.8333333333333333
221,5.8500000000000005,0.0,0.0,22.84166666666667,5.0,3.5666666666666664
222,5.833333333333333,0.0,0.0,24.78333333333333,3.6999999999999997,4.5
223,5.833333333333333,1.1666666666666667,0.0,21.666666666666668,1.5833333333333333,0.5083333333333333
224,6.933333333333334,2.3333333333333335,0.0,20.333333333333332,1.8333333333333333,0.0
225,7.333333333333333,1.9749999999999999,0.0,20.333333333333332,1.8333333333333333,0.0
226,6.825,0.08333333333333333,0.0,17.908333333333335,1.8333333333333333,0.0
227,3.6666666666666665,0.0,0.0,14.658333333333333,1.8333333333333333,0.0
228,1.6666666666666667,0.0,0.0,14.033333333333333,1.2333333333333334,0.0
229,1.5,0.0,0.0,12.424999999999999,0.8333333333333334,0.0
230,1.5,0.0,0.0,10.924999999999999,0.8333333333333334,0.0
231,0.75,0.0,0.0,10.033333333333333,0.8333333333333334,0.0
232,0.0,0.0,0.0,10.283333333333333,0.8333333333333334,0.0
233,0.0,0.0,0.0,18.258333333333333,2.6750000000000003,0.0
234,0.0,0.0,0.0,25.858333333333334,6.208333333333333,0.0
235,0.0,0.0,0.0,30.625,7.966666666666666,1.8333333333333333
236,0.0,0.0,0.0,33.00833333333333,10.725000000000001,2.8333333333333335
237,0.0,0.0,0.0,33.925000000000004,14.691666666666668,4.616666666666666
238,0.0,0.0,0.0,35.44166666666667,14.233333333333334,4.833333333333333
239,0.0,0.0,0.0,35.84166666666667,16.791666666666668,4.833333333333333
240,0.0,0.0,0.0,36.858333333333334,21.05,4.833333333333333
241,0.6416666666666667,0.875,0.0,33.00833333333333,22.3,4.833333333333333
242,1.8333333333333333,2.5,0.0,27.21666666666667,21.900000000000002,4.833333333333333
243,3.6833333333333336,2.5,0.0,22.058333333333334,20.183333333333334,1.425
244,4.666666666666667,2.5,0.0,21.400000000000002,20.341666666666665,0.0
245,4.666666666666667,2.783333333333333,0.0,20.016666666666666,17.0,0.15
246,6.308333333333333,2.8333333333333335,0.0,19.25,16.166666666666668,0.5
247,8.375,2.7083333333333335,0.0,15.758333333333333,16.166666666666668,0.225
248,9.041666666666666,5.516666666666667,0.0,15.424999999999999,16.258333333333333,0.0
249,9.333333333333334,7.3999999999999995,0.0,15.533333333333333,15.583333333333334,0.0
250,8.966666666666667,8.958333333333334,0.0,14.041666666666666,14.200000000000001,0.0
251,7.191666666666666,11.475,2.2083333333333335,8.016666666666666,13.275,0.0
252,7.166666666666667,12.433333333333332,1.1500000000000001,8.583333333333334,12.108333333333334,6.833333333333333
253,6.0,10.916666666666666,0.0,9.0,11.158333333333333,6.666666666666667
254,3.3333333333333335,7.5,0.0,10.116666666666667,11.416666666666666,7.425
255,3.3333333333333335,7.3500000000000005,0.0,13.65,11.666666666666666,9.5
256,3.3333333333333335,6.133333333333333,0.0,14.166666666666666,12.85,20.474999999999998
257,3.3333333333333335,5.833333333333333,0.0,15.241666666666667,19.683333333333334,24.083333333333332
258,1.5333333333333332,5.833333333333333,0.0,17.908333333333335,24.3,24.75
259,1.55,2.5749999999999997,0.0,19.083333333333332,19.2,23.825
260,2.8333333333333335,3.9249999999999994,0.0,15.383333333333333,9.433333333333334,27.075
261,3.0833333333333335,5.425,0.0,14.0,8.924999999999999,29.525000000000002
262,2.1416666666666666,4.375,0.0,17.925,10.775,36.125
263,0.0,2.0,0.0,25.275000000000002,10.833333333333334,42.56666666666667
264,0.0,2.0,2.3666666666666667,25.34166666666667,10.924999999999999,44.65833333333333
265,0.0,2.0,4.55,21.875,13.291666666666666,39.125
266,0.0,2.0,4.666666666666667,19.666666666666668,12.199999999999998,40.44166666666667
267,0.0,2.0,4.666666666666667,22.616666666666664,12.158333333333333,40.925000000000004
268,0.0,1.3499999999999999,4.666666666666667,25.508333333333336,13.458333333333334,41.791666666666664
269,0.0,0.0,4.666666666666667,27.150000000000002,18.341666666666665,42.61666666666667
270,0.0,0.0,4.666666666666667,27.59166666666667,22.025000000000002,44.78333333333333
271,0.0,0.0,5.666666666666667,27.0,26.900000000000002,49.61666666666667
272,0.0,0.0,6.333333333333333,27.458333333333332,27.34166666666667,51.625
273,0.0,0.0,6.333333333333333,21.7,28.066666666666666,49.916666666666664
274,0.0,0.0,6.333333333333333,21.0,27.525000000000002,49.074999999999996
275,0.15,3.766666666666666,6.333333333333333,21.0,28.883333333333336,47.60833333333333
276,3.516666666666667,17.3,6.333333333333333,22.183333333333334,26.541666666666668,50.35
277,1.25,13.6,6.333333333333333,17.425,23.5,44.833333333333336
278,0.5,13.591666666666667,6.333333333333333,18.875,23.5,30.09166666666667
279,1.6666666666666667,8.166666666666666,3.9,7.6499999999999995,5.8999999999999995,14.058333333333332
280,1.6666666666666667,7.666666666666667,0.0,5.633333333333333,0.3333333333333333,2.6416666666666666
281,1.6666666666666667,1.05,0.0,4.933333333333333,0.3333333333333333,1.0166666666666666
282,3.3333333333333335,0.0,0.0,2.5,0.43333333333333335,0.17500000000000002
283,3.6333333333333333,0.0,0.0,3.6999999999999997,0.4333333333333333,0.0
284,3.1666666666666665,0.0,0.0,10.833333333333334,0.3333333333333333,0.0
285,2.1999999999999997,0.0,0.0,18.558333333333334,0.3333333333333333,0.0
286,1.7,0.0,0.0,24.083333333333332,0.3333333333333333,0.0
287,1.3333333333333333,0.0,0.0,25.825,0.3333333333333333,0.0
288,1.3333333333333333,0.0,0.0,26.0,0.3333333333333333,0.0
289,0.3333333333333333,0.0,0.0,26.724999999999998,0.6666666666666666,0.0
290,0.0,0.0,0.0,35.65,4.166666666666667,0.0
291,0.0,0.0,0.0,42.516666666666666,4.0,0.0
292,0.0,0.0,0.0,42.78333333333333,3.6666666666666665,0.0
293,0.0,0.0,0.0,35.016666666666666,3.6666666666666665,0.0
294,0.0,0.0,0.0,26.766666666666666,3.4166666666666665,0.0
295,0.0,0.0,0.0,21.266666666666666,0.7583333333333333,0.0
296,0.15,0.0,0.0,15.966666666666667,0.0,0.0
297,3.908333333333333,0.0,0.0,7.9750000000000005,0.0,0.0
298,5.416666666666667,0.0,0.0,3.75,0.0,0.0
299,5.433333333333334,0.0,0.0,2.183333333333333,0.0,0.0
300,9.15,0.0,0.0,2.1666666666666665,0.0,0.0
301,10.508333333333333,0.0,0.0,2.1666666666666665,0.0,0.0
302,11.116666666666667,0.0,0.0,0.6666666666666666,0.0,0.0
303,11.049999999999999,0.0,0.0,0.5,0.0,0.0
304,11.149999999999999,0.0,0.0,0.5,0.0,0.0
305,12.258333333333333,0.0,0.0,0.5,0.0,0.0
306,12.391666666666666,0.0,0.0,0.5,0.0,0.0
307,12.700000000000001,0.0,0.0,0.5,0.0,0.0
308,12.674999999999999,0.0,0.0,0.5,0.0,0.0
309,12.125,0.0,0.0,0.5,0.0,0.0
310,11.133333333333333,0.0,0.0,0.5,0.0,0.0
311,8.950000000000001,0.5833333333333334,0.0,0.075,0.0,0.0
312,7.433333333333334,1.575,0.0,0.0,0.0,0.0
313,8.833333333333334,3.6833333333333336,0.0,0.0,0.0,0.0
314,9.566666666666666,4.483333333333333,0.0,0.0,0.0,0.0
315,12.700000000000001,15.216666666666669,0.0,0.0,0.0,0.0
316,30.86666666666667,24.058333333333337,0.0,0.0,0.0,0.0
317,40.983333333333334,26.333333333333332,0.0,0.0,0.0,0.0
318,36.725,22.90833333333333,0.0,0.0,0.0,0.0
319,38.71666666666667,19.308333333333334,0.0,0.0,0.0,0.0
320,40.666666666666664,16.358333333333334,0.0,0.0,0.0,0.0
321,37.666666666666664,14.058333333333332,0.0,0.0,0.0,0.0
322,36.083333333333336,11.266666666666666,0.0,0.0,0.0,0.0
323,33.35,6.5,0.0,0.0,0.0,0.0
324,29.40833333333333,5.258333333333334,0.0,0.0,0.0,0.0
325,28.166666666666668,2.841666666666667,0.0,0.0,0.0,0.0
326,28.833333333333332,3.7999999999999994,0.0,0.0,0.0,0.0
327,30.308333333333334,5.933333333333334,0.0,0.0,0.0,0.0
328,34.50833333333333,8.241666666666667,0.0,0.0,0.0,0.0
329,42.375,9.633333333333333,0.0,0.0,0.0,0.0
330,46.625,10.6,0.0,0.0,0.0,0.0
331,50.324999999999996,11.608333333333334,0.0,0.0,0.0,0.5833333333333334
332,52.09166666666667,10.625,0.0,0.0,0.0,1.0
333,53.25,11.608333333333334,0.0,0.0,0.0,1.25
334,55.31666666666666,11.383333333333333,0.0,0.4666666666666666,0.0,1.5
335,57.81666666666666,9.883333333333333,0.0,1.7249999999999999,0.0,1.5
336,44.166666666666664,6.3500000000000005,0.0,2.5,0.0,0.6
337,30.78333333333333,6.0,0.0,2.5,0.0,0.0
338,25.78333333333333,7.866666666666667,0.0,2.5,0.0,0.0
339,29.95,18.541666666666668,0.0,0.0,0.0,0.0
340,33.03333333333333,28.616666666666664,0.0,0.0,0.0,0.0
341,34.94166666666667,31.75,0.0,0.0,0.0,0.0
342,38.5,32.81666666666667,0.0,0.0,0.0,0.0
343,38.641666666666666,25.275000000000002,0.0,0.0,0.0,0.0
344,38.225,23.958333333333332,0.0,0.17500000000000002,0.0,0.0
345,35.891666666666666,23.875,0.0,1.1333333333333333,0.0,0.0
346,33.541666666666664,19.474999999999998,0.0,1.1666666666666667,0.0,0.0
347,33.11666666666667,19.375,0.0,1.4166666666666667,0.0,0.0
348,28.808333333333334,19.166666666666668,0.0,1.6666666666666667,0.0,0.0
349,26.858333333333334,17.833333333333332,0.0,1.6666666666666667,0.0,0.0
350,25.666666666666668,7.683333333333334,0.0,1.9083333333333332,0.0,0.0
351,18.241666666666667,6.858333333333333,0.6166666666666667,5.25,0.05833333333333333,0.0
352,11.183333333333332,3.016666666666667,0.8333333333333334,12.191666666666668,0.4083333333333334,0.0
353,6.0,1.0666666666666667,0.48333333333333334,12.65,0.0,0.0
354,3.1916666666666664,1.0,0.0,9.116666666666667,0.0,0.0
355,3.1666666666666665,0.6083333333333333,0.0,6.566666666666666,0.0,0.0
356,3.3666666666666667,0.0,0.0,5.5249999999999995,0.0,0.0
357,3.0666666666666664,0.0,0.0,2.8333333333333335,0.0,0.0
358,1.9333333333333333,0.0,0.0,1.5,0.0,0.0
359,0.8416666666666667,0.0,0.0,1.5,0.0,0.0
360,2.3833333333333333,0.0,0.325,1.5,0.0,0.0
361,3.1666666666666665,0.0,1.3666666666666665,1.5,0.0,0.0
362,4.75,0.0,1.5,0.525,0.0,0.0
363,9.041666666666666,1.5166666666666666,2.1666666666666665,0.0,0.0,0.0
364,12.299999999999999,3.6166666666666667,1.9000000000000001,0.0,0.0,0.075
365,11.166666666666666,4.0,2.5749999999999997,0.0,0.0,1.5
366,11.316666666666668,2.9499999999999997,1.8416666666666668,2.1166666666666667,0.0,1.5
367,14.866666666666667,2.5,2.0,3.091666666666667,0.0,2.4
368,16.375,3.1999999999999997,2.0,3.5,0.0,3.7916666666666665
369,12.125,5.166666666666667,2.0,3.25,0.0,3.1666666666666665
370,14.5,5.5,2.0,4.591666666666666,0.0,3.1666666666666665
371,14.5,4.391666666666667,2.0,6.916666666666667,0.0,2.5833333333333335
372,15.958333333333334,3.0,1.5250000000000001,7.108333333333333,0.0,1.5
373,23.391666666666666,2.5833333333333335,1.5,4.983333333333333,0.0,1.5
374,24.141666666666666,2.1666666666666665,1.5,4.0,0.0,0.9
375,20.916666666666668,2.1666666666666665,1.5,4.0,0.0,0.0
376,19.966666666666665,1.4749999999999999,1.5,4.033333333333333,0.0,0.0
377,9.35,0.0,1.5,4.5,0.0,0.0
378,1.675,0.0,1.5333333333333332,2.8166666666666664,0.0,0.0
379,1.3333333333333333,0.0,2.0,11.174999999999999,6.566666666666667,1.425
380,1.3333333333333333,0.0,2.408333333333333,17.916666666666668,16.208333333333332,1.5
381,1.3333333333333333,0.0,2.5,27.649999999999995,19.266666666666666,1.5
382,1.3333333333333333,0.0,2.5,35.15833333333333,19.474999999999998,2.1666666666666665
383,0.6583333333333333,0.0,2.5,40.699999999999996,20.2,2.3333333333333335
384,0.0,0.0,2.5,48.94166666666666,20.96666666666667,2.3333333333333335
385,0.0,0.0,1.075,51.25,22.633333333333336,2.3333333333333335
386,0.0,0.0,1.0,54.69166666666666,26.325,2.3333333333333335
387,0.0,0.0,1.0,59.625,31.583333333333332,2.3333333333333335
388,0.0,0.0,1.0,60.63333333333333,34.141666666666666,1.8666666666666665
