PC1,PC2,PC3,PC4,PC5,PC6,time_points
-2.7848596315672167,17.472339418047962,-13.180724371594351,-3.7041857908577334,-1.3275528492809279,-0.6041424801520545,41
-2.7848596315672167,17.472339418047962,-13.180724371594351,-3.7041857908577334,-1.3275528492809279,-0.6041424801520545,42
-2.7848596315672167,17.472339418047962,-13.180724371594351,-3.7041857908577334,-1.3275528492809279,-0.6041424801520545,43
-2.6352571424986895,17.34223785032616,-13.161273586621002,-3.7179869275507142,-1.3164840324024218,-0.6053061913023369,44
-2.535522149786338,17.255503471844957,-13.148306396638763,-3.7271876853460344,-1.3091048211500849,-0.6060819987358584,45
-2.535522149786338,17.255503471844957,-13.148306396638763,-3.7271876853460344,-1.3091048211500849,-0.6060819987358584,46
-2.535522149786338,17.255503471844957,-13.148306396638763,-3.7271876853460344,-1.3091048211500849,-0.6060819987358584,47
-2.571907971381087,17.236301388023904,-13.084168339876276,-3.7033408731554225,-1.1257490393991736,-0.6037053444921074,48
-2.7720299901522165,17.13068992700811,-12.731409027682608,-3.572183406107058,-0.11729223976916203,-0.590633746151479,49
-2.7651362885563193,17.088439727327863,-12.833531997183268,-3.619800289915137,-0.5874093360595581,-0.5946834761552109,50
-2.974308986740523,16.765818748492265,-12.880936105072376,-3.6820432467646937,-1.5469688523028529,-0.5976681430576226,51
-3.2110241766056,16.65236784040136,-12.441180412772821,-3.516128363748306,-0.24526682108895176,-0.5813064852324664,52
-3.9782555260030823,16.127016090436335,-11.324940149255085,-3.126428987297139,2.478104757272593,-0.5406409057313097,53
-3.8284359908293526,16.137248778896666,-11.723987154428936,-3.289267093073268,1.0700652827918382,-0.5558260086712856,54
-3.5197004650832158,16.162514676772602,-12.538115678967271,-3.620905007673178,-1.7918526116073987,-0.5867903781121745,55
-3.4911023724865635,16.189078963210214,-12.56603331722751,-3.6288731302133344,-1.8271198223272258,-0.5877584908143677,56
-3.149823721522199,16.569944859151192,-12.773987988445812,-3.663985471332157,-1.6421144647639607,-0.5943026007863281,57
-3.120571265725249,16.6025905073747,-12.791812674550238,-3.666995100570912,-1.626256862687109,-0.5948635244982108,58
-3.120571265725249,16.6025905073747,-12.791812674550238,-3.666995100570912,-1.626256862687109,-0.5948635244982108,59
-3.042564716933396,16.689645569304073,-12.83934517082871,-3.675020778540928,-1.5839699238155067,-0.5963593210632311,60
-2.8511150278526625,16.91400500632872,-12.935019726195856,-3.6846663819900423,-1.3786458847226168,-0.5991909472098459,61
-3.4196852316832653,16.427529404145048,-12.298297400790714,-3.4871216142517865,-0.282225750111369,-0.5766757484785106,62
-3.7400888896436495,16.160928541305665,-11.924704104958405,-3.3687180967554005,0.4071765772278471,-0.5633964002419035,63
-3.210752197700977,16.72134374770287,-12.306702891744214,-3.451658358258451,0.4064300536692924,-0.5759250810479623,64
-3.031200878326489,16.821835354942287,-12.611955385337291,-3.563946691560891,-0.4439443938093422,-0.5872031087560935,65
-3.00997581572955,16.833036570504564,-12.649369251782078,-3.5778573320054146,-0.5509019331640399,-0.5885894903982808,66
-3.113068976914677,16.778630666344917,-12.4676447576217,-3.510291364132015,-0.03139388486979209,-0.5818556367076537,67
-3.2131299863002383,16.72582493583702,-12.291265101524862,-3.444712630607832,0.4728345149452144,-0.5753198375373397,68
-3.05697416862277,16.80823387890237,-12.566524261797198,-3.5470551995925406,-0.31406738173578064,-0.5855196453334361,69
-2.9432684761391714,16.868240390843166,-12.766955689179964,-3.6215764876882024,-0.8870541997073783,-0.5929466898451576,70
-3.6287651673736194,17.299135396036586,-12.632257897725854,-3.4917450381078288,-0.33311717301458416,-0.5808101587748137,71
-3.6459000706849354,17.89185633278572,-12.837153044917496,-3.4882039115726955,-0.14865810758915127,-0.5835428093528531,72
-2.9955075442517587,18.633745620431306,-13.201988063764833,-3.5400418797942526,0.35622651017108503,-0.5947550513286491,73
-3.0288612140469486,18.616143710262005,-13.143194845065889,-3.5181823019528586,0.5243026434427542,-0.5925764516052111,74
-3.0288612140469486,18.616143710262005,-13.143194845065889,-3.5181823019528586,0.5243026434427542,-0.5925764516052111,75
-3.1385199540586015,18.506009896221467,-12.879107502740837,-3.425251720189047,1.2681327989056468,-0.5832617351576225,76
-3.407179154775524,18.068071818145835,-12.004395390957423,-3.1298266861531063,3.7056379067768157,-0.5535186844843148,77
-3.512747048668069,17.897639286049177,-12.043236873135696,-3.1683859045299863,3.1491709294601518,-0.555621801420986,78
-4.051834559209721,17.326342196910804,-11.655296524315071,-3.0844424332806835,3.1446315856597553,-0.5429061460442994,79
-3.508198820968722,17.900039546526802,-12.051254130231005,-3.171366756053813,3.1262514567412882,-0.555918883201455,80
-3.0918353676210195,18.234489877928297,-12.560258549565631,-3.3364990584717407,2.1165544649355854,-0.5741163545968213,81
-2.992112625126247,18.304538100353355,-12.75963845666441,-3.4088766346683794,1.5502850697970676,-0.5813473959191959,82
-2.8469321060731945,18.71215412936727,-13.463885128878317,-3.6374163629059173,-0.39247626531180246,-0.604459722823965,83
-2.8469321060731945,18.71215412936727,-13.463885128878317,-3.6374163629059173,-0.39247626531180246,-0.604459722823965,84
-2.8469321060731945,18.71215412936727,-13.463885128878317,-3.6374163629059173,-0.39247626531180246,-0.604459722823965,85
-2.7908372977812843,18.74175734192473,-13.562764633053813,-3.674180198366443,-0.6751497621777905,-0.6081237314497474,86
-2.725646034090689,18.776161075437454,-13.677678651419935,-3.7169057368746232,-1.003662204481507,-0.6123819036364672,87
-2.725646034090689,18.776161075437454,-13.677678651419935,-3.7169057368746232,-1.003662204481507,-0.6123819036364672,88
-2.73474248948938,18.771360554482186,-13.661644137229313,-3.7109440338269697,-0.9578232590437787,-0.6117877400755295,89
-2.925768052861821,18.67054961442166,-13.324919339226264,-3.585748269826258,0.0047945951485045026,-0.599310305295838,90
-3.2107903220207032,18.520133291156746,-12.822504561253464,-3.398948240999798,1.4410815521973097,-0.5806931803864573,91
-3.2107903220207032,18.520133291156746,-12.822504561253464,-3.398948240999798,1.4410815521973097,-0.5806931803864573,92
-3.2107903220207032,18.520133291156746,-12.822504561253464,-3.398948240999798,1.4410815521973097,-0.5806931803864573,93
-2.9773146334543834,18.64334666234183,-13.234057092146074,-3.551965285889558,0.2645486192956304,-0.5959433784505247,94
-2.886350079467508,18.69135187189446,-13.394402234052292,-3.6115823163660874,-0.19384083508164915,-0.6018850140599015,95
-3.5302864912959855,18.036042156492787,-12.87787457088213,-3.485858960924999,0.05786398118919143,-0.584570477204295,96
-3.9281392789560665,17.56795977743878,-12.682659593173527,-3.467542186058096,-0.38627530443335195,-0.5788303575502789,97
-4.320070483110802,17.19477892648167,-12.317940123876623,-3.3669086668449517,0.010501887409819558,-0.5662781322708307,98
-5.751510042262967,15.573216976863549,-11.492919570478305,-3.242251658875332,-0.9939393382614674,-0.5407187081303036,99
-5.857635355247658,15.517210899052145,-11.30585023825439,-3.1726984566527148,-0.4591516414879759,-0.5337867999193641,100
-6.297297366184234,15.285185719547755,-10.530848719041023,-2.8845494760161565,1.7563973880022017,-0.5050688944740422,101
-7.2076053805351155,14.102453962064768,-9.662823244977945,-1.2550194579116638,1.3532714990492591,-1.1153050151516057,102
-5.720241281016083,14.396105695505979,-10.362863241442565,-1.113678635978916,0.39045022401807455,-1.3291008585663555,103
-3.5723437225798627,11.938211709015341,-10.3932042146361,-3.365732169940538,-0.5745132821046722,-0.5416025902759883,104
-4.198665378461372,11.31641952980563,-10.206755349262595,-3.3690995030713626,-1.555958477481208,-0.5360416701400551,105
-4.604020170018284,11.834181789250373,-10.483281781147413,-3.3982976642654177,-2.1906056272464394,-0.5396928074062568,106
-4.902913325194204,11.39537978038651,-10.507490687190675,-3.4663872133029097,-3.351112388110324,-0.5422162701439529,107
-5.809739454899517,10.38336468545762,-9.954925417953465,-3.3730887069014712,-3.842698052492712,-0.5248276350755986,108
-8.14281601414027,8.010647532062421,-8.080398043798045,-2.91610311917363,-2.9158711788619263,-0.46197163514025774,109
-7.814832632936451,9.54415241695423,-8.59012033004018,-2.905554405596752,-1.9677601182045297,-0.4704570270653815,110
-6.793820703776159,11.805614576678462,-9.842277758195456,-3.1025349924676977,-1.9914109546854801,-0.5041326345210627,111
-6.223022335116395,11.325874189675508,-9.809637325424553,-3.169602489926267,-2.0855269715268667,-0.509944552222056,112
-5.989014745778729,11.109658621172313,-9.761995285652235,-3.1860676340047065,-2.0217011986615674,-0.5112414192803272,113
-6.343785933037459,10.776164533461053,-9.423416121540695,-3.0909325832526617,-1.6217031195413114,-0.4995416595183872,114
-5.867112557227749,10.583805602260243,-9.747950701075803,-3.2590885202733775,-2.738766227884286,-0.5154856762339454,115
-6.051573767856643,9.477856565065734,-9.321208661158666,-3.2437146539726487,-3.1334681990151854,-0.5075332733396288,116
-5.851681986577516,9.70093516125974,-9.443010682872243,-3.264280453770815,-3.025107918156702,-0.5113662520374921,117
-4.5954713050821,10.273576867110394,-9.899684909815178,-3.3890846652163935,-2.539622878167804,-0.530694758739325,118
-1.4791997659441651,8.144366258596445,-9.710798204487384,-3.6796774126839655,-2.1721229388174947,-0.5582690438197284,119
-0.5704748483790774,7.761844295796925,-9.507815553792284,-1.9148532287179978,-2.1313657058185127,-1.3400125489291002,120
-0.5164530598947208,9.645040890395043,-9.889028954760882,-0.9481156419821648,-0.8746854294192205,-1.7170094941237988,121
-2.5825195195911563,10.971632207269145,-10.704194390259941,-3.0873709357616543,-2.766516521257273,-0.8165109441937393,122
-3.384586210531992,11.604540678329984,-10.879620163073792,-3.6146464667217235,-2.8781847823607136,-0.5628058169749338,123
-3.271695664305875,11.648365145870331,-10.828570047207533,-2.777989964136442,-2.9732022399536517,-0.9224328539478989,124
-2.3877603093823474,12.5562767974167,-11.209912096236188,-1.9172302491759579,-2.548664927053475,-1.3345100735205453,125
-2.4153066543870705,12.578172368515487,-11.074737965706648,-1.8149349375362107,-2.03049411667334,-1.3488269628754574,126
-0.8240799652531,14.355760023045171,-12.04083852033433,-1.9769724966992008,-1.150975155005705,-1.3791992506527346,127
-0.6617237120673078,15.056799665799264,-12.333335342551873,-1.9964601314484482,-0.940410354428748,-1.3852961499620353,128
-0.9757763700362022,15.427312413583131,-12.29182871622793,-1.5982359381602784,-0.6648734655850276,-1.5222929538211438,129
-0.5811670176919735,15.09437521715156,-12.237901567416763,-1.5735893068632512,-0.6431271270339644,-1.551218273353821,130
2.399203361729297,12.456446927271251,-11.86220086478913,-2.12326028506422,-0.38908951391791985,-1.4580506524428325,131
5.565920625703111,9.694840621700644,-11.45244159920175,-2.461184068243273,-0.14920227716413587,-1.4632917271259016,132
7.148414603920881,8.683386987532689,-11.390550059292828,-2.6855067744842502,0.06620242588606716,-1.445448691127308,133
7.7056577197973235,8.567325001359343,-11.617620878946349,-2.8045951739985915,-0.4492974195587778,-1.4577544004992213,134
8.033674265139018,8.243932215154265,-11.523321722062768,-2.819487764501462,-0.2854921431591427,-1.458735723798329,135
8.681951717769307,7.680158755026442,-11.439034987178234,-2.879292690171045,-0.23752727001895108,-1.4637784721162193,136
9.55463290400239,6.9212329433159105,-11.325572074833673,-2.959799320880099,-0.17295917156100082,-1.4705667871595327,137
7.630856475263058,8.632375785220248,-11.627346271433026,-2.7976946056521013,-0.4548318279980307,-1.4571725449240798,138
7.170530646654637,9.068013209162984,-11.506841502068383,-2.6770734100139775,0.2868181853651811,-1.446812547055419,139
8.626515769783763,8.343485264623386,-11.13846257402563,-2.6601301494087903,2.032251397209528,-1.4475083946497427,140
13.426699175011636,4.0195585741552895,-10.28307905991205,-2.928672423102705,2.9867782817733945,-1.5232036342573558,141
12.506256617322602,4.895944740104289,-10.806415222678087,-4.063790770482807,2.093393084950923,-1.054992918437082,142
12.408006807089317,5.378544442835121,-11.418026479728809,-5.029192666000859,0.86889829579017,-0.7213862354015813,143
12.01580504329263,5.3630903363938085,-10.957577995850524,-4.837783160235071,2.2575898936709797,-0.7026254886525825,144
15.94984311324174,1.6065968618999655,-10.320402288036707,-5.179537767027955,2.466210847678379,-0.6852090360297366,145
19.41383145709223,-0.9778841832446405,-10.008120642088336,-5.017058701979858,2.7380323402644984,0.43773607776421214,146
18.957808991567003,-0.49572887317567826,-10.07886441842377,-4.510490388665887,2.642515961366406,1.5470450349253546,147
17.566723983900076,1.0665021010700118,-10.769795741832766,-4.680138309012262,1.1712898622389165,1.1967004024925918,148
16.31802378747787,2.0326693454006124,-10.954908340602843,-5.400300346008626,1.0720160433877473,-0.7530145383575494,149
15.089517039153252,3.2832327192324553,-11.361414340843048,-5.360391098063744,0.31444940546722105,-0.7509605064492577,150
12.876646888347933,5.207651741784161,-11.649123868573906,-5.156249284480071,0.15072315580598994,-0.7337472790179985,151
11.960331642803197,6.004523844080217,-11.768259926535698,-5.071717322235565,0.08292665242514227,-0.7266195482225185,152
10.303746471429815,7.478431671545565,-11.975123572688426,-4.7204809392393745,-0.0638538788762134,-0.7977647613971315,153
10.862016869510736,7.426233576402262,-11.209084401986006,-5.051790661761537,-0.1846521471721358,-0.7017084068692525,154
8.60263827265558,9.994967734829377,-9.746295239951452,-4.880925104371149,0.37386915134520843,-0.6403309724231024,155
8.945928115991068,9.557633037654973,-6.149211127249002,-5.041878587936378,0.7939929617839286,-0.560698740981672,156
8.235429256855154,7.848317208681771,-9.634045793405237,-4.73772540771079,0.26370719898720446,-0.639006348459107,157
9.898921231457281,7.158942470411137,-9.834982691432344,-4.949997755744144,0.02896772025571757,-0.6611723875129586,158
8.722341123741963,8.279702983408889,-9.853301628164967,-4.859442364218594,-0.11085259644672593,-0.6489210672149728,159
5.96865460816345,10.58112969541536,-10.35172108442031,-4.589130104540409,-0.2773295719875724,-0.6307745363737641,160
3.654358130191809,12.67849555603411,-10.767399057143114,-4.409781746523693,-0.7586400095187031,-0.6162617122692828,161
0.9542590767627382,14.716153194153884,-12.276415748589907,-2.5254145354920094,-1.3349690807395718,-1.2875983415773085,162
-2.190135645077575,17.535108352160805,-12.879530028044007,0.0593252086597515,-1.5252932033296258,-1.290306297163532,163
-2.116522741382023,17.483833849092576,-12.808526174035029,0.8983912671305877,-1.5719531178638664,0.4009313720277888,164
-3.2524839018405953,14.59088133666164,-10.348068342191354,2.293447117345548,1.5683061553890365,0.22775670490880656,165
-4.8144087755597695,10.942574127635735,-7.428109345014817,3.260850704101213,5.147718895911494,0.8407910042911386,166
-5.004589157365059,10.388924110799662,-7.1163336840512335,4.445135334077807,4.802988315669859,3.2612005850211774,167
-5.833294432423773,8.240581023278372,-5.855848431290379,6.636020446647908,4.433396024421704,6.741049063724009,168
-5.499592944360135,8.59403141214465,-6.039334622391513,6.757765202321639,4.6865422627439015,8.022283164232393,169
-4.721678089384637,10.484474778849023,-7.306796366333093,4.877407694996608,4.430589180248234,5.638988625436374,170
-5.229388620736388,13.219092641377538,-8.511122669299672,4.669928081647873,3.850681477851463,5.3124243106536,171
-4.85546543931802,14.112790021420752,-9.746317776767363,-0.6075089692573221,3.4888395621905417,3.4268151293854987,172
-3.2739153098874922,15.558099693314324,-12.100607196858556,-3.5361857864730393,-0.8343366632262269,-0.5770756730511697,173
-3.385935268794086,16.058897224626364,-12.537941205680099,-3.638367657964982,-1.8284675429797048,-0.5883543009650144,174
-3.788502339755509,15.857181539604499,-12.384815675165846,-3.598275232952648,-1.9883387767752128,-0.5820557664102297,175
-3.443816025794241,15.721999799391293,-12.401280078758349,-3.630954505008506,-1.92403847468675,-0.5856815447735574,176
-1.8346988996146005,14.366785790082988,-11.84064946726089,-3.5210110718840903,-0.4020719924344115,-0.6339834215212683,177
3.6514866818809644,9.547162294361414,-10.593846287905635,-2.1582238623969707,1.0327639253468666,-1.3963589346949337,178
12.624023288524103,2.719211629304778,-10.306961072289043,-1.6354604173385927,-1.068574976971017,-2.186670031148722,179
14.840961567121356,0.7963718668446158,-10.017411900743184,-1.8094524470453182,-0.9082727798356579,-2.216842791443872,180
16.14542705423423,-0.06896057192723891,-9.900570090024306,-1.4805839469690543,-0.821057951600883,-2.4187874323780316,181
15.35763125405702,1.2494450841597526,-10.205841489264966,-1.098136429420552,-0.7805945958113479,-2.548504047724617,182
14.385050898849954,2.1656081885058964,-10.314270533500519,-0.5886940863482868,-0.9037734340818105,-2.718697110444922,183
10.348231656736315,7.384797059650239,-11.040338302190998,3.9067844136163354,-1.4666306771367945,-4.441626940205282,184
6.507555212221847,11.373249024575529,-11.586554109359325,6.106047515999972,-1.896283256504542,-5.195833453638195,185
1.8514568848880253,13.921530847060858,-12.059197456458003,2.4954156996714616,-1.941198877324956,-3.441947078951529,186
1.238778252912187,13.11956285863994,-11.768883470010298,1.3522611068058539,-2.1064092296894743,-2.920028789773449,187
-0.04906478814439942,11.276638911978106,-11.064646043331472,-0.7128455944469423,-2.5451236387625165,-1.964312229338999,188
0.19305056560183073,10.19515375270783,-10.73299632394544,-0.959661211640244,-2.6955422631902572,-1.8644579903928946,189
-0.29860640401740585,9.083674232400163,-10.184136011979097,-1.153236351531529,-2.7780628062692103,-1.7332360623213576,190
-1.991629760791085,7.326535810135232,-9.222767477320605,-1.6902728237425029,-3.3235180023230186,-1.389939578796153,191
1.2416019958533278,12.641566881705074,-11.947015074617251,-2.0800795073369533,-1.6387723309199302,-1.4660128266070118,192
0.8024376027616861,14.104413621819575,-12.41284002571902,-2.047881016548979,-1.4411958763338761,-1.4690258986512794,193
-2.040009689540353,16.576343408533877,-12.782404940212745,-1.785659419382345,-1.6515033970254853,-1.4469153867959144,194
-2.5942288848221797,17.009915087362337,-12.836439231906352,-1.734272369229075,-1.7039201252009017,-1.442326473378762,195
-3.112986179076042,14.830107870369947,-12.081036375887692,-3.161761212512506,-2.1221299505543385,-0.7943881770848248,196
-3.330230943979157,14.635775711394203,-12.01883637634191,-3.6361454494459915,-2.1484200410726557,-0.5808976622018758,197
-3.071142643599295,14.429821647932366,-11.992359963421134,-3.660150553680543,-2.1246861455828627,-0.5830241553563086,198
-1.7619185055103532,12.62327944842211,-11.573417438513339,-3.7773523210576365,-2.185291583803088,-0.5893743553227665,199
-1.1049784503736972,11.190378401801848,-11.167189287533647,-3.833342775735739,-2.3398025582039432,-0.5895393807339866,200
-0.9838270910377154,11.065657647304091,-11.144228288647152,-3.8444155605958454,-2.335403210794201,-0.5903706534198561,201
-1.1458964541952863,11.206601012336048,-11.165299972368285,-3.8294643291784496,-2.347394429079249,-0.5891099663403834,202
-1.7199968168850528,11.976929817391017,-11.340873069479038,-3.777953866334319,-2.3259691662268445,-0.5861999823653272,203
-1.990165010008687,14.94071915772348,-12.362101426455524,-3.6531271387922732,-1.64564461996236,-0.6442296938529042,204
-1.0216521797768328,13.998105645217935,-11.84386832156011,-3.7006062889349485,-0.12813083508522263,-0.5928295193345254,205
-0.5627273313913886,13.482482686803143,-11.62637617928434,-3.695986464843519,0.3321839592785316,-0.5916014729457035,206
-0.7995979390832259,13.688476835696004,-11.65717325549215,-3.6741346650796323,0.3146583325542308,-0.5897589302910898,207
-2.189654400011637,14.897337235777782,-11.837903465869562,-3.5458991033073537,0.2118105757247814,-0.578946114186383,208
-2.643028470242938,15.520415579824963,-12.206759209315834,-3.5962800693065606,-0.6589493117781555,-0.584840749788347,209
-3.10108670690308,14.891499955811721,-12.158463084159917,-3.659720878482913,-2.0242021581373204,-0.5852915646116224,210
-7.119360201574225,10.815573459631388,-9.862057157888078,-3.2484893047455183,-4.106195918694876,-0.5105844046646465,211
-7.94586033558339,8.49455632124406,-8.837651139173571,-3.1559657265134,-4.883961414580461,-0.48670853707538103,212
-11.119751789551996,4.952503488992944,-6.903672696843342,-2.829420954108362,-6.60451123991882,-0.4258483143361424,213
-13.298368138917597,2.0260787402383866,-5.39180577522039,-2.602623621779908,-7.902244184166629,-0.38123116483370884,214
-14.452474006259063,-1.984926593841423,-3.6746423459491915,-2.4693027171862867,-9.169819675415148,-0.3434721032521178,215
-14.754749382827503,-2.322264958817718,-3.4904539228701212,-2.438203215052473,-9.33368156354261,-0.3376758915626666,216
-13.691910155538476,-1.1361397400300957,-4.13808418466427,-2.5475530773939443,-8.757522021417019,-0.35805611976105983,217
-9.873282578594848,2.455945015156494,-6.093429523947839,-1.7758522033187503,-7.032686012197151,-0.9175805030034123,218
0.3011588193285304,5.247479877789277,-8.981016621567331,-1.5515336686786465,-3.7349473485297877,-1.3365777254607312,219
7.930093903353584,2.8576695784465613,-9.416855889476059,-0.4633288630779029,-2.4719925453296616,-0.44063921441378096,220
11.767295248511598,0.3983689476088302,-9.100317265908142,0.94183791704988,-2.275837069405767,0.6612735183997315,221
13.128195223800413,-0.8987816475513009,-8.990613461154279,-0.013012342326739767,-2.073353415657923,2.014800892125061,222
10.080760054217588,0.8452246614717671,-9.030227865580176,-3.0958020611930857,-0.7715164243351907,-0.8065538100158971,223
8.226845593984088,0.8851401305161242,-8.379034633927862,-2.7662351240975886,-0.1264254116524356,-1.3379577905377091,224
8.05801721129912,0.6583786782407417,-8.351351163458574,-2.7848836286957193,-0.5817986705709619,-1.3377285730293702,225
6.8856362278625145,2.7493773199474654,-9.375048693534,-2.8736938421902183,-2.289029223168892,-1.35180048779181,226
6.3175366640038035,6.93364544313746,-10.843774145264947,-2.84946978959013,-1.5436238753197198,-1.3693121353351887,227
6.946900817287699,8.617612089560815,-11.65065888115373,-3.4694225167598565,-0.8822768995253117,-1.1548408949158204,228
5.7925381201815815,9.753713236303513,-11.888566956442538,-3.7302678798396895,-0.8773413313566646,-0.9918380690885529,229
4.6705194521676185,10.729474994217053,-12.03444784374269,-3.6267593546423345,-0.9603574579454576,-0.983110235461435,230
4.442328525357945,11.79919587366279,-12.388536218315286,-3.6103737254674697,-0.7718419020426934,-0.9863358789279962,231
5.068118473647791,12.126253637363222,-12.631593028664982,-3.6727695849150375,-0.5201418497917939,-0.9962043735440844,232
11.258281785759621,7.025707744514042,-11.754352657073733,-2.5573143513463164,-0.26795167881578597,-1.7586215463915518,233
17.37439791630851,2.2492497407891108,-10.820220583696255,0.11411954527680852,-0.21028620517496324,-3.1765530536746875,234
21.26729771844545,-0.7355360744928504,-10.262437243798784,2.074841076212731,-0.21313393896593916,-2.1994226555105145,235
23.448214690677084,-2.1374135469461164,-9.879964513470714,4.786679886044024,-0.41149948361300137,-2.364701991062864,236
24.727704224324555,-2.5140089910346766,-9.574655065751754,8.991426093187311,-0.8519189921908756,-2.2697886838289505,237
25.81958156321028,-3.5184672889471225,-9.45278341735747,8.55484628853866,-0.7310676051392584,-1.9008721770315222,238
26.431015349378132,-3.6574622123647225,-9.27268918460949,10.841239927708386,-0.9717260027428971,-2.8978437466356937,239
27.711197994229146,-4.117061371589137,-8.938799863628654,14.62271903979906,-1.3528822271239316,-4.559339601678323,240
24.44931038631959,-2.0563455417636693,-8.734886694627198,16.161961195089088,-1.0956832699147088,-5.005324261145721,241
19.075435776589046,0.7581563553753096,-8.374281338576557,16.465306551205693,-0.2633029178164445,-4.7834317338551005,242
13.71542039433487,2.7637496600315856,-8.305907410248647,14.079938568095379,-0.7992304157349774,-7.204287004147379,243
12.579343303619144,2.532083584778045,-8.008438941889642,13.784262129216621,-1.0969224410142961,-8.563392869083362,244
